CATEGORY,INCLUDE (1=yes; 0=no),DESCRIPTION,ROW_ID,,
Physician ,1,Resident Progress Note/Attending Addendum,2,,
Physician ,1,EP Consult f/u,2,,
Physician ,1,Resident progress note,2,,
Physician ,1,Resident progress note - TSICU,2,,
Physician ,1,Resident/ Attending Notes,2,,
Physician ,1,Resident/Attending Admission Notes,2,,
Physician ,1,Resident/Attending Notes,2,,
Physician ,,Right Heart Catherization,2,,
Physician ,1,EP  Physician Note,2,,
Physician ,1,SURGICAL INTENSIVIST NOTE CVICU,2,,
Physician ,1,RESIDENT ADMISSION NOTE,2,,
Physician ,1,Pronouncement of Death,2,,
Radiology,,R UNILAT POST PROCEDURE MAMMOGRAM RIGHT,2,,
Radiology,,R MR HIP W/CONTRAST RIGHT,2,,
Physician ,1,Physician Resident / attending Admission Note - MI,2,,
Radiology,,RP PLEURAL ASP BY RADIOLOGIST RIGHT PORT,2,,
Physician ,1,Fellow / Physician Attending Admission Note - MICU,2,,
Radiology,,R STEREOTACTIC MAMMO CORE BIOPSY RIGHT,2,,
Radiology,,RP RENAL TRANSPLANT U.S. RIGHT PORT,2,,
Physician ,1,Felllow / Physician Attending Progress Note - MICU,2,,
Physician ,1,Physician Resident PN,2,,
Radiology,,RP SCAPULA RIGHT PORT,2,,
Physician ,1,Physician Resident Transfer Note - FICU,2,,
Physician ,1,Physician Resident Transfer Note - MICU,2,,
Physician ,1,Physician Resident and  MICU attending --MICU prog,2,,
Physician ,1,Physician Resident and Attending  Admission Note -,2,,
Physician ,1,Physician Resident and Attg Admission Note - MICU,2,,
Physician ,1,Physician Resident and attg Admission Note - MICU,2,,
Physician ,1,Physician Resident and fellow Admission Note,2,,
Physician ,1,Electrophysiology Consult,2,,
Physician ,1,Physician Resident/ attending Admission Note - MIC,2,,
Physician ,1,Electrophysiology  Physician Note,2,,
Radiology,,R NAVICULAR (SCAPHOID) VIEW ONLY RIGHT,2,,
Physician ,1,Physician Resident/Attending  Progress Note,2,,
Radiology,,"RP TOE(S), 2+ VIEW RIGHT PORT",2,,
Radiology,,R MRA UPER EXT RIGHT,2,,
Physician ,1,Physician Resident/attending Admission Note - MICU,2,,
Radiology,,R MR SHOULDER W/ARTHROGRAM RIGHT,2,,
Physician ,,Procedure Note - Arterial Line Placement (left rad,2,,
Physician ,1,EP consult,2,,
Physician ,1,"Procedure note, LP",2,,
Radiology,,CT COLONOSCOPY W/O CONTRAST,2,,
Nursing,1,Admission Note,2,,
Pharmacy,,Sedation and NMBAs,2,,
Radiology,,"L ARTHROGRAM,SHOULDER LEFT",2,,
General,1,Medical student Progress Note - MICU,2,,
Radiology,,L CT INJ/ASP MAJOR JOINT LEFT,2,,
Radiology,,ENDOVAS ABD REP W/MOD BIF PROS,2,,
General,1,critical care attending progress note,2,,
Radiology,,ERCP PANCREAS ONLY BY GI UNIT,2,,
Radiology,,L BX-NEEDLE KIDNEY BY NEPHROLOGIST LEFT,2,,
General,1,cards fellow addendum,2,,
General,1,cardiology consult note,2,,
Radiology,,EXCH CENTRAL TUNNELED W/PORT,2,,
Radiology,,L CT SHOULDER ARTHROGRAM LEFT,2,,
Radiology,,EXCHANGE DRAIN CATH,2,,
Rehab Services,1,Attempted Bedside Evaluation,2,,
General,1,PGY1 Resident Note,2,,
General,1,PGY1 Resident Progress note,2,,
Radiology,,EXT CAROTID UNILAT,2,,
Radiology,,L 93990 AVF/DUPLEX HEMO/DIAL ACCESS LEFT,2,,
Radiology,,EXTRA CHARGE,2,,
Radiology,,EXTREM BILAT VENOGRAPHY,2,,
Radiology,,L CT LOWER LIMB W/ CONTRAST LEFT,2,,
Radiology,,ENDO STENT GRAFT THORACIC ANEURYSM W/O SUBCLVN,2,,
Radiology,,PL US EXTREMITY NONVASCULAR PORT LEFT,2,,
Radiology,,US BREAST DRAIN W OR W/O CATHETER,2,,
Radiology,,CYBER-INS MARKER SOFT TISSUE/MSK,2,,
Radiology,,PL FOOT 2 VIEWS PORT LEFT,2,,
Radiology,,L HAND FILM IN OR LEFT,2,,
Radiology,,CYBER-INS MARKER SPINE,2,,
Radiology,,"DECLOT, THROM AG IMPLT VAS DEV",2,,
Radiology,,"US ABDOMINAL WALL, SOFT TISSUE",2,,
Rehab Services,1,Bedside Swallowing evaluation,2,,
Radiology,,L GLENO-HUMERAL SHOULDER (W/O Y VIEW) LEFT,2,,
General,,procedure note,2,,
General,1,critical care staff PN,2,,
Rehab Services,1,Bedside Swallowing Eval,2,,
Radiology,,PP C-SPINE SGL 1 VIEW PORT PORT,2,,
Rehab Services,1,Bedside Swallow Evaluation and Communication,2,,
General,1,micu attending progress note,2,,
Radiology,,ED STROKE HEAD CT W/O CONTRAST,2,,
Rehab Services,1,Attempted Video Swallow,2,,
General,1,Pre-Op Risk Stratification,2,,
Radiology,,"PL HAND (AP, LAT & OBLIQUE) PORT LEFT",2,,
Radiology,,US MSK ELBOW,2,,
General,,Temperature curve,2,,
Radiology,,CYBER-INS MARKER MEDIASTINUM,2,,
General,1,Psych Contact Information,2,,
Radiology,,INTRO CATH AORTA,2,,
Radiology,,GUIDANCE FOR SONOHYSTERO,2,,
Radiology,,"US UPPER EXTREMITY, SOFT TISSUE",2,,
General,1,Resident Admission Note,2,,
Radiology,,PLCT EXT PROTHESIS FOR ENDOVAS REPAIR,2,,
Radiology,,INTRALUMINAL DILATION STRICTURE,2,,
General,,RESIDENT MICU PROGRESS NOTE,2,,
General,,RESIDENT ADMISSION NOTE,2,,
General,1,Progress note,2,,
General,1,Resident Physician Progress Note,2,,
Radiology,,VIRTUAL SCREENING COLONOSCOPY,2,,
Radiology,,INT/SHTH NOT/GUID EP NON-LASER,2,,
General,1,Progress Note,2,,
Radiology,,INT/ND/CATH DIALSHT ADD ACSS,2,,
General,1,Physician Resident,2,,
Radiology,,INJ SCLEROSISNG HEMORRHOIDS,2,,
General,1,Physician Resident Admission Note,2,,
Radiology,,VESSEL MAP PRE-OP HEMOD ACCESS,2,,
Radiology,,PO PORTABLE ABDOMEN PORT IN O.R.,2,,
Radiology,,INTRO CATH OR STENT TO URETHER,2,,
General,1,Telephone Communication,2,,
Radiology,,FITULOGRAM/SINOGRAM W/DR.J. FISCHER,2,,
Radiology,,"PL WRIST, AP & LAT VIEWS PORT LEFT",2,,
Radiology,,KAUFMAN MAMMO NEEDLE LOCALIZATION,2,,
Radiology,,FETAL BPP W/O MEASUREMENT,2,,
Radiology,,FETAL CARDIAC LIMITED,2,,
Radiology,,IVP NO TOMO,2,,
Radiology,,IV CONSCIOUTIOUS SEDATION PRO FEE ONLY,2,,
Radiology,,PLACE CATH CAROTID/INOM ART,2,,
General,1,PGYI progress note,2,,
General,1,PT/Rehab Services Contact Note,2,,
Radiology,,GI COLON BALLOON DILATATION W/W/O STENT,2,,
Radiology,,FLUORO GUID NEEDLE PLCT SPINE/PARASPINOUS (KEEL),2,,
Radiology,,FLUORO GUIDANCE FOR NEEDLE PLACEMENT,2,,
Radiology,,CT GUIDANCE FOR BX,2,,
Radiology,,"FNA BRSEAST, THYROID OR PROSTATE",2,,
Radiology,,"FNA, BREAST",2,,
General,,Percutaneous tracheostomy note,2,,
General,1,Resident progress note ICU,2,,
Radiology,,GALLBLADDER SCAN WITH EF,2,,
Radiology,,L INJ/ASO MAJOR JT W/FLUORO LEFT,2,,
General,1,MICU staff admission note,2,,
Radiology,,"INJ/ASP JT (KNEE, SHLD,HIP)",2,,
Nursing,1,transfere note,2,,
Nursing,1,Nursing 0130-0700,2,,
Radiology,,CT TRACHEA,2,,
Pharmacy,,Medication management,2,,
Radiology,,L MR LEG ANGIOGRAM LEFT,2,,
Nursing,1,Nursing 0300-0700,2,,
Radiology,,CT UP LIMB W/O C & RECONS,2,,
Pharmacy,1,Medication Note,2,,
Radiology,,TRANSCATHETER INFUSION,2,,
Nursing,1,transfer note,2,,
Radiology,,PR ANKLE (2 VIEWS) PORT RIGHT,2,,
Nutrition,1,Clinical Nutrition Not,2,,
Radiology,,TUNNELED CENTRAL OR PICC W/PORT,2,,
Radiology,,"L MAMMARY DUCTOGRAM,SINGLE DUCT LEFT",2,,
Nursing,1,Nursing 2100-0700,2,,
Radiology,,TRANSCATHETER RETRIEVAL INTRAVASCULAR FB,2,,
Radiology,,L MR SHOULDER W/ARTHROGRAM LEFT,2,,
General,1,MICU Attending Note,2,,
Nursing,1,NPN,2,,
Nursing,1,Progress Note,2,,
Radiology,,UPPER EXTREMITY FLUORO WITHOUT RADIOLOGIST,2,,
Pharmacy,,Precedex Sedation,2,,
Nursing,1,Nursing admit 2100 - 0700,2,,
Nursing,1,Nursing admit note 2300-0700,2,,
Nursing,1,Nursing AdmissionNote,2,,
Radiology,,CT STEREOTAXIS CHEST W/ CONTRAST,2,,
Radiology,,L KNEE (PORTABLE) LEFT,2,,
Radiology,,L MR WRIST W&W/O CONTRAST LEFT,2,,
Nursing,1,Cardiology Comprehensive Physician Note,2,,
Pharmacy,1,Generic Note,2,,
Nursing,1,Progress note,2,,
Pharmacy,,Pain Sedation,2,,
Radiology,,"L MR KNEE W/O C, LEX LEFT",2,,
Radiology,,TV OB US,2,,
Nursing,1,progress note,2,,
Radiology,,RO CHEST FLUORO WITHOUT RADIOLOGIST RIGHT IN O.R.,1,,
Radiology,,R PLACT OF WIRE FOR LOC US RIGHT,1,,
Radiology,,RO CLAVICLE RIGHT IN O.R.,1,,
Radiology,,ZYGOMAS (5 VIEWS),1,,
Rehab Services,1,FEES Exam and Repeat Bedside Swallow Evaluation,1,,
Radiology,,PL WRIST(3 + VIEWS) PORT LEFT,1,,
Rehab Services,1,Deferred Evaluation,1,,
Respiratory ,1,Respiratory note,1,,
Respiratory ,1,Respiratory Shift Note,1,,
Radiology,,RP 3' FILM ORTHO AP LOWER EXT RIGHT PORT,1,,
Radiology,,RP ANKLE 1 VIEW RIGHT PORT,1,,
Radiology,,PL VENOUS DUP UPPER EXT UNILATERAL PORT LEFT,1,,
Rehab Services,1,FEES Exam,1,,
Respiratory ,1,Respiratory Care:,1,,
Radiology,,RP ANKLE/FOOT (AP & LAT) SOFT TISSUE RIGHT PORT,1,,
Radiology,,P OB F/U WITH MEASUREMENT' PORT,1,,
Rehab Services,1,Deferred PMV,1,,
Rehab Services,1,Communication Evaluation,1,,
Radiology,1,P OB F/U WITH MEASUREMENT PORT,1,,
Radiology,,P CHEST FLUORO WITHOUT RAD FOR LINE PLACEMENT PORT,1,,
Radiology,,RP TIB/FIB (AP & LAT) SOFT TISSUE RIGHT PORT,1,,
Radiology,,P PARATHYROID U.S. PORT,1,,
Radiology,,PLCT CHOLEDOCHAL STENT,1,,
Radiology,,PLEURAL ASPIRATION,1,,
Radiology,,ROP KNEE (2 VIEWS) RIGHT IN O.R. PORT,1,,
Social Work,1,Social work,1,,
Radiology,,R MR HAND W/O&W/CONTRAST RIGHT,1,,
Radiology,,ROP ANKLE 1 VIEW RIGHT IN O.R. PORT,1,,
Radiology,,"ROP ANKLE (AP, LAT & OBLIQUE) RIGHT IN O.R. PORT",1,,
Radiology,,"P PELVIS, EARLY OB US PORT",1,,
Radiology,,"ROO PATELLA (AP, LAT & SUNRISE) RIGHT IN O.R. IN O.R.",1,,
Radiology,,ROP SHOULDER 1 VIEW RIGHT IN O.R. PORT,1,,
Radiology,,ROP SHOULDER 2-3 VIEWS NON TRAUMA RIGHT IN O.R. PORT,1,,
Radiology,,R MR KNEE RIGHT,1,,
Radiology,,RO SHOULDER 2-3 VIEWS NON TRAUMA RIGHT IN O.R.,1,,
Radiology,,"RO PATELLA (AP, LAT & SUNRISE) RIGHT IN O.R.",1,,
Radiology,,RO KNEE( (SINGLE VIEW) RIGHT IN O.R.,1,,
Radiology,,R MR WRIST W/ARTHROGRAM RIGHT,1,,
Radiology,,P PAROTID US  PORT,1,,
Radiology,,RO KNEE (PORTABLE) RIGHT IN O.R.,1,,
Radiology,,RO HIP NAILING IN OR W/FILMS & FLUORO RIGHT IN O.R.,1,,
Radiology,,RO HIP (UNILAT 2 VIEW) W/PELVIS (1 VIEW) RIGHT IN O.R.,1,,
Radiology,,RO HEEL (AXIAL & LATERAL) RIGHT IN O.R.,1,,
Radiology,,RO HAND FILM IN OR RIGHT IN O.R.,1,,
Radiology,,R MRA UPPER EXT W/O CONTRAST RIGHT,1,,
Rehab Services,,Deferred Bedside Swallow Study,1,,
Radiology,,R MRHAND W/O&W/CONTRAST RIGHT,1,,
Radiology,,P OB F/U W/O MEASUREMENTS PORT,1,,
Radiology,,"RO FINGER(S),2+VIEWS RIGHT IN O.R.",1,,
Rehab Services,1,Deferred Cognitive-Linguistic Evaluation,1,,
Social Work,1,Inital,1,,
Radiology,,RO FEMUR (AP & LAT) SOFT TISSUE RIGHT IN O.R.,1,,
Radiology,,RP THUMB (AP & LATERAL) RIGHT PORT,1,,
Rehab Services,1,Aphasia Evaluation,1,,
Rehab Services,1,Cancelled Bedside Swallow Evaluation,1,,
Rehab Services,1,Aphasia Therapy,1,,
Radiology,,P FEMORAL VASCULAR US PORT,1,,
Rehab Services,1,Bedside Swallowing + Communication Board,1,,
Radiology,,P ERCP BILIARY ONLY PORTABLY BY TECH PORT,1,,
Radiology,,"PL FOOT AP,LAT & OBL PORT LEFT",1,,
Radiology,,REMOVE CVA LUMEN OBSTRUCT,1,,
Radiology,,REMOVE ABD PORT,1,,
Radiology,,PL FOREARM (AP & LAT) PORT LEFT,1,,
Rehab Services,1,BEDSIDE SWALLOWING EVALUATION,1,,
Radiology,,RP GLENO-HUMERAL SHOULDER (W/O Y VIEW) RIGHT PORT,1,,
Radiology,,P CHEST WALL U.S. SCAN PORT,1,,
Rehab Services,1,Electrolarynx Evaluation,1,,
Rehab Services,1,FEES,1,,
Rehab Services,1,Deferred Passy Muir Speaking Valve Evaluation,1,,
Radiology,,P ESOPHAGUS PORT,1,,
Respiratory ,,Non standard trach tube;problem list item,1,,
Rehab Services,1,Attempted Swallowing Follow-Up,1,,
Radiology,,REMOVE NEPH TUBE REQUIRING FLUORO,1,,
Radiology,,PERC VERTEBROPSTY L/T EA ADDL,1,,
Rehab Services,1,Deferred Repeat Bedside Swallowing Evaluation,1,,
Radiology,,"PERC VERTEBROPSTY, FLUOR RAD S&I",1,,
Radiology,,RENAL/URET STONE REMOVAL,1,,
Rehab Services,1,Deferred Swallowing & Aphasia Evaluations,1,,
Rehab Services,,Blue Dye bedside Swallow Evaluation,1,,
Rehab Services,1,Deferred Swallow Evaluation,1,,
Respiratory ,1,Resp. Care note,1,,
Radiology,,"P CT ABD & PELVIS W & W/O CONTRAST, ADDL SECTIONS PORT",1,,
Respiratory ,1,Resp Care,1,,
Radiology,,RENAL ENDOSCOPY W/ URETERAL CATH,1,,
Respiratory ,,RESPIRATORY CARE:,1,,
Radiology,,RP FOOT 1 VIEW RIGHT PORT,1,,
Rehab Services,1,Deferred Repeat Swallowing Evaluation,1,,
Rehab Services,1,Deferred Repeat PMV Evaluation,1,,
Respiratory ,1,Resp.care extubation note,1,,
Radiology,,PL FOOT (AP & LAT) SOFT TISSUE PORT LEFT,1,,
Radiology,,R VENOUS DUP EXT UNI (MAP) RIGHT,1,,
Respiratory ,,MDI''S,1,,
Radiology,,R THY BX BY MCARDLE RIGHT,1,,
Rehab Services,1,Attempted Swallowing Evaluation,1,,
Radiology,,RP BABYGRAM CHEST DECUB ONLY (71035) RIGHT PORT,1,,
Radiology,,"R US BUTTOCKS, SOFT TISSUE RIGHT",1,,
Rehab Services,,Deferred PMV Trial and Green-Dye Bedside Swallowin,1,,
Rehab Services,,Deferred PMV & Swallow Evaluation,1,,
Radiology,,R US BREAST DRAIN W OR W/O CATHETER RIGHT,1,,
Radiology,,R UPPER EXTREMITY FLUORO RIGHT,1,,
Radiology,,P MANDIBLE SERIES INCLUD PANOREX PORT,1,,
Radiology,,PERC TRANHEP PORTOGRAPHY NO PRESSURES,1,,
Rehab Services,,Attempted FEES Exam,1,,
Respiratory ,1,Resp. Therapy,1,,
Radiology,,RP ART DUP EXT UP UNI LMTD RIGHT PORT,1,,
Rehab Services,,Videoswallow study,1,,
Radiology,,PL UPPER EXTREMITY FLUORO WITHOUT RADIOLOGIST PORT LEFT,1,,
Radiology,,PL ANKLE 1 VIEW PORT LEFT,1,,
Radiology,,PL ANKLE (2 VIEWS) PORT LEFT,1,,
Radiology,,PL TIB/FIB (AP & LAT) PORT LEFT,1,,
Radiology,,R US DRAIN PELV ABSCESS RIGHT,1,,
Respiratory ,,Green Dye Bedside Swallowing Eval,1,,
Rehab Services,,Cancelled Video Swallow,1,,
Rehab Services,1,Cancelled Swallowing Consult,1,,
Radiology,,"PL HAND, AP & LAT. VIEWS PORT LEFT",1,,
Radiology,,R US MSK INJ AUT NERVE GANGLION RIGHT,1,,
Radiology,,R US MSK ELBOW RIGHT,1,,
Radiology,,PL LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST PORT LEFT,1,,
Radiology,,"P GROIN, SOFT TISSUE PORT",1,,
Radiology,,PL SHOULDER 1 VIEW PORT LEFT,1,,
Radiology,,R US GUID NEEDLE PLACEMENT-BX/ASP/INJ/LOC RIGHT,1,,
Radiology,,RP CHEST U.S. RIGHT PORT,1,,
Radiology,,PERC TRANS-JEJUNAL CATH BILIARY DRAIN,1,,
Rehab Services,1,Attempted Repeat Bedside Swallowing Evaluation,1,,
Radiology,,R US MSK CYST (BAKERS) RIGHT,1,,
Rehab Services,1,Attempted Repeat Bedside Swallow Evaluation,1,,
Radiology,,R US INTERMED JOINT ASP/INJECT RIGHT,1,,
Rehab Services,1,Voice Consult,1,,
Radiology,,"PO SKULL (AP, TOWNES & LAT) TRAUMA PORT IN O.R.",1,,
Radiology,,R MR ELBOW W&W/O CONTRATS RIGHT,1,,
Radiology,,PLP TIB/FIB (AP & LAT) PORT LEFT PORT,1,,
Radiology,,PPL ANKLE (2 VIEWS) PORT PORT LEFT,1,,
Rehab Services,1,PMV Evaluation/Dispense and Bedside Swallowing Eva,1,,
Rehab Services,,Please disregard,1,,
Radiology,,PPL FEMUR (AP & LAT) PORT PORT LEFT,1,,
Radiology,,SPINE (BENDING VIEWS ONLY),1,,
Radiology,,PPP ABDOMEN (LAT DECUB ONLY) PORT PORT PORT,1,,
Radiology,,R ABDOMEN (LAT DECUB ONLY) RIGHT,1,,
Radiology,,PPP ABDOMEN (SUPINE ONLY) PORT PORT PORT,1,,
Radiology,,P US DRAIN PELV ABSCESS PORT,1,,
Radiology,,R 75820 VENOGRAPHY EXT UNILAT S&I RIGHT,1,,
Radiology,,PR ABDOMEN (WITH LAT DECUB) PORT RIGHT,1,,
Radiology,,UNRELATED PROC FOR NEW PROBLEM,1,,
Radiology,,R 38790 INJ LYMPHANGIOGRAPHY RIGHT,1,,
Rehab Services,1,Physical Therapy RE- Evaluation Note,1,,
Radiology,,P US HEPATOTOMY DRAIN ABSCESS/CYST PORT,1,,
Radiology,,PYROPHOSPHATE SCAN,1,,
Rehab Services,,PMV Speaking Evaluation,1,,
Rehab Services,,PMV Speaking Valve re-evaluation,1,,
Radiology,,PARACENTESIS - NO RAD,1,,
Rehab Services,,PMV Evaluation/Dispense and Attempted Green-dye Be,1,,
Rehab Services,1,Progress Notes,1,,
Radiology,,SONOHYSTEROGRAM,1,,
Rehab Services,1,PMV Evaluation and Dispense,1,,
Rehab Services,1,Repeat Bedside swallowing Evaluation,1,,
Radiology,,US FISTULOGRAM S&I,1,,
Radiology,,P CHEST (APICAL LORD ONLY) PORT,1,,
Rehab Services,1,PMV Evaluation /Swallowing Evaluation,1,,
Radiology,,R BREAST CORE BX WITH US GUIDANCE RIGHT,1,,
Rehab Services,1,Repeat Bedside Swallow Study,1,,
Radiology,,SKULL AP&LAT/C-SP/CXR/ABD SLG VIEWS ME SCREENING,1,,
Rehab Services,1,Rehab/PT,1,,
Rehab Services,1,PMV Evaluation and Green Dye Bedside Swallow Evalu,1,,
Radiology,,URIN CATH CHECK,1,,
Radiology,,"R ARTHROGRAM,WRIST RIGHT",1,,
Rehab Services,1,Rehab Services/PT contact note,1,,
Radiology,,"US AXILLA, SOFT TISSUE",1,,
Rehab Services,1,Rehab Services/PT,1,,
Rehab Services,1,REPEAT BEDSIDE SWALLOWING EVALUATION,1,,
Rehab Services,1,Progress note,1,,
Radiology,,SNARE-RETRIEVAL DEVICE INSERT,1,,
Radiology,,"PP C-SPINE, TRAUMA PORT PORT",1,,
Rehab Services,,PMV Trial,1,,
Radiology,,STENT NOCOAT.NOCOVER W/DEL SYSTEM,1,,
Radiology,,PTA PERIPHEREAL ARTERY,1,,
Radiology,,TRANSCATH STENT EA ADD'L VESSEL,1,,
Radiology,,"PRE-MRI ABDOMEN, SINGLE VIEW ONLY",1,,
Rehab Services,1,"Passy Muir Valve Evaluation, Deferred Swallow Eval",1,,
Radiology,,THORACIC DUCT CANNULATION,1,,
Radiology,,"PR WRIST, AP & LAT VIEWS PORT RIGHT",1,,
Rehab Services,,Passy Muir Valve Evaluation / Dispense,1,,
Radiology,,PR WRIST(3 + VIEWS) PORT RIGHT,1,,
Radiology,,THORACIC MYELOGRAM,1,,
Radiology,,PANC PSEUDOCYST DRNGE,1,,
Rehab Services,,Passy Muir Speaking Valve Eval /Dispense,1,,
Rehab Services,1,Phhysical Therapy Contact Note,1,,
Radiology,,TRANSCATH INTRO STENT,1,,
Radiology,,PR HAND (AP & LAT) SOFT TISSUE PORT RIGHT,1,,
Radiology,,"PR HAND (AP, LAT & OBLIQUE) PORT RIGHT",1,,
Radiology,,TRANSCATH EMBO,1,,
Radiology,,P VOIDING CYSTOGRAM PORT,1,,
Radiology,,TPA/STRIP/REPOS INTRAABD PORT,1,,
Radiology,,PR HIP 1 VIEW PORT RIGHT,1,,
Radiology,,THYROGEN I-131 TOTAL BODY SCAN,1,,
Radiology,,"PR ELBOW (AP, LAT & OBLIQUE) PORT RIGHT",1,,
Radiology,,TRIGGER POINT INJ(S)-3/>MUSCLE(S),1,,
Radiology,,"PR ANKLE (AP, MORTISE & LAT) PORT RIGHT",1,,
Radiology,,PRP FEMUR (AP & LAT) PORT RIGHT PORT,1,,
Rehab Services,1,Physical Therapy Progress Note Addendum,1,,
Radiology,,"P US LOWER EXTREMITY, SOFT TISSUE PORT",1,,
Rehab Services,1,Physical Therapy Initial Evaluation,1,,
Radiology,,"P US NECK, SOFT TISSUE PORT",1,,
Radiology,,SUPRAPUBIC CATH INS W/BLADDER ASP,1,,
Radiology,,SUPRAPUBIC CATH INSERTION,1,,
Radiology,,SVC FILTER PLACEMENT S&I,1,,
Rehab Services,1,Physical Therapy D/C Note,1,,
Rehab Services,1,PMV and Swallow Follow-Up,1,,
Radiology,,TUBE THORACOSTOMY,1,,
Rehab Services,1,PMV follow up/Swallow Consult,1,,
Radiology,,PROSTATE BX-OLUMI,1,,
Radiology,,PROSTATE BX-BERG,1,,
Rehab Services,1,Physical Therapy Contact  Note,1,,
Radiology,,PROSTATE BX- SANDA,1,,
Rehab Services,1,PMV/Swallow,1,,
Radiology,,T-M JOINTS BILATERAL,1,,
Radiology,,TUBE/CATH CHNG BY NON RAD,1,,
Radiology,,PP C-SPINE NON-TRAUMA 2-3 VIEWS PORT PORT,1,,
Radiology,,R BREAST US DRAINAGE W/WO CATHETER RIGHT,1,,
Rehab Services,,Repeat Green-Dye Bedside Swallowing Evaluation,1,,
Radiology,,RPO CHEST (LAT DECUB ONLY) RIGHT PORT IN O.R.,1,,
Radiology,,"POB SHOULDER (AP, NEUTRAL & AXILLARY) TRAUMA PORT IN O.R. BILAT",1,,
Radiology,,"POL SHOULDER (AP, NEUTRAL & AXILLARY) TRAUMA PORT IN O.R. LEFT",1,,
Radiology,,US OVARIAN CYST DRAINAGE;VAG APPROACH,1,,
Radiology,,RP US MSK SHOULDER RIGHT PORT,1,,
Radiology,,PORIES MAMMO NEEDLE LOCALIZATION,1,,
Radiology,,P SKULL AP&LAT/C-SP/CXR/ABD SLG VIEWS ME SCREENING PORT,1,,
Radiology,,"R FOOT WEIGHTBEARING AP,MO,LAT RIGHT",1,,
Radiology,,PORIES US NEEDLE LOCALIZATION,1,,
Radiology,,RR KNEE (MIN 4 VIEWS) RIGHT RIGHT,1,,
Radiology,,PO T-SPINE PORT IN O.R.,1,,
Radiology,,"US OVARIAN CYST DRAIN,ABD APPROACH",1,,
Radiology,,RR MR HIP W/O CONRAST RIGHT RIGHT,1,,
Radiology,,US MSK FOOT/TOE,1,,
Rehab Services,1,Speech-Language Evaluation,1,,
Radiology,,"US LOWER EXTREMITY, SOFT TISSUE",1,,
Radiology,,US INTRA-OP NO RAD 90 MINS,1,,
Rehab Services,1,Speech consult,1,,
Rehab Services,,PMV & Green Dye Swallow Evaluation,1,,
Rehab Services,1,Swallow Evaluation,1,,
Radiology,,"P SINUSES (WATERS, CALDWELL, LAT & BASE) PORT",1,,
Radiology,,P SMALL BOWEL ONLY (GASTROGRAF) PORT,1,,
Radiology,,R LOWER EXT. VENOGRAM RIGHT,1,,
Radiology,,R MR CALF W & W/O CONTRAST RIGHT,1,,
Radiology,,PLP UNILAT UP EXT VEINS US PORT LEFT PORT,1,,
Radiology,,PO ABD (SINGLE VIEW ONLY) PORT IN O.R.,1,,
Radiology,,"R MR ANKLE W/O C, LEX RIGHT",1,,
Rehab Services,,Limited Green-Dye Bedside Swallowing Evaluation,1,,
Radiology,,R MR ANKLE RIGHT,1,,
Radiology,,PO ABDOMEN (SUPINE ONLY) PORT IN O.R.,1,,
Radiology,,PO C-SPINE SGL 1 VIEW PORT IN O.R.,1,,
Radiology,,"P RETRO UROGRAM (74450,51610) PORT",1,,
Radiology,,R INJ/ASO MAJOR JT W/FLUORO RIGHT,1,,
Rehab Services,1,Swallow Re-Consult,1,,
Radiology,,"R KNEE, STANDING (AP & LAT IN 30 DEG FLEX) RIGHT",1,,
Radiology,,PO CHEST (SINGLE VIEW) PORT IN O.R.,1,,
Radiology,,PO HIP 1 VIEW PORT IN O.R.,1,,
Radiology,,P RETROPERITONEAL LIMITED US PORT,1,,
Radiology,,R KNEE (TUNNEL ONLY) RIGHT,1,,
Radiology,,"US PERINEUM, SOFT TISSUE",1,,
Radiology,,"P RIB, UNILAT (NO CXR) PORT",1,,
Radiology,,POSSIS MECHANICAL THROMBECTOMY,1,,
Radiology,,R CT UPPER LIMB W/ & W/O CONTRAST RIGHT,1,,
Radiology,,R BREAST US UNI OR BILAT RIGHT,1,,
Radiology,,R CT INJ/ASP MAJOR JOINT RIGHT,1,,
Rehab Services,1,PMV Consult,1,,
Radiology,,R CT LOWER EXTREMITY MTS WITHOUT CONTRAST RIGHT,1,,
Radiology,,P TIB/FIB (AP & LAT) PORT,1,,
Radiology,,P TRACHEA PORT,1,,
Rehab Services,,SWALLOWING FOLLOW-UP,1,,
Radiology,,SHUNTOGRAM,1,,
Radiology,,R CT LOW EXT W/C & RECONS RIGHT,1,,
Rehab Services,,PMV Eval / Dispense,1,,
Radiology,,PB CLAVICLE PORT BILAT,1,,
Radiology,,P TEETH (PANOREX FOR DENTAL) PORT,1,,
Radiology,,PP BABYGRAM (CHEST ONLY) PORT PORT,1,,
Radiology,,US INJ SINUS TRACT,1,,
Radiology,,"US GUIDANCE, UNLISTED PROCEDURE NO RAD",1,,
Radiology,,SIJ ING-ARTHROGR/ANESTHETIC,1,,
Radiology,,SINUS/JUGULAR VENOGRAPHY,1,,
Radiology,,US GUID TISSUE ABLATION,1,,
Rehab Services,1,PMV Evaluation / Swallowing Evaluation,1,,
Radiology,,R BREAST WIRE LOC US RIGHT,1,,
Rehab Services,1,Speech Therapy,1,,
Radiology,,SHUNT RVG,1,,
Rehab Services,1,PMV & Swallow Follow Up,1,,
Rehab Services,1,Speech and Language Evaluation,1,,
Rehab Services,1,Speech and Swallowing Follow-Up,1,,
